function	opt	time	error	minima	coordinates
ackley	128	0.04020326232910156	0.00000000000866620	0.00000000001096057	0.00000000000445905,0.00000000000611396,0.00000000000161612,0.00000000000123113,0.00000000000060691,-0.00000000000093174,0.00000000000294926,-0.00000000000111219,0.00000000000158655,-0.00000000000015227
rastrigin	128	0.01944985580444336	2.63243712830464371	6.96470779654193350	-1.98992333930208476,0.00002044773163125,0.00001256664535763,-0.00001642722581587,0.99497797946684396,-0.99495910556952583,-0.00001170055325792,-0.99499021880211347,0.00001254802237930,0.00001207843757434
rosenbrock	512	0.04619263839721680	0.00000003662835759	0.00000000000014672	0.99999999429235931,0.99999999698348296,0.99999998808605128,1.00000000594938476,0.99999999690698493,0.99999999408549567,0.99999999960431152,1.00000000170521886,1.00000001330250821,1.00000002996754112
ackley	512	0.05136281585693359	0.00000000000359132	0.00000000000454436	-0.00000000000215519,-0.00000000000092538,0.00000000000117970,0.00000000000033876,0.00000000000069688,0.00000000000041862,-0.00000000000052604,0.00000000000041141,-0.00000000000178007,0.00000000000127062
rastrigin	512	0.02365235137939453	2.22479631252062715	4.97479430626238539	0.99496091062193071,-0.00000034911288439,0.00000085043499058,-0.99495810825103981,-0.00000017227588393,0.99495939027900926,0.99495829350136478,0.00000015510431063,-0.99495908823067902,0.00000014888017735
rosenbrock	2048	0.04437094497680664	0.00000009431054737	0.00000000000012347	1.00000000687183022,1.00000000078050655,1.00000000463939220,1.00000000149490220,1.00000000382042353,0.99999998817560176,0.99999997830036347,0.99999998010753399,0.99999996269121139,0.99999991993785387
ackley	2048	0.04946432113647461	0.00000000000201883	0.00000000000255485	-0.00000000000023035,0.00000000000043100,0.00000000000072929,-0.00000000000060775,-0.00000000000093118,0.00000000000096335,0.00000000000056695,0.00000000000033708,0.00000000000083198,-0.00000000000011521
rastrigin	2048	0.02373529624938965	1.72333648390955596	2.98487682074896732	0.99495372897223877,0.99497342530231425,-0.00000438003217909,-0.00000757837669241,-0.00002559997607364,0.00000368160220358,-0.99497919372505972,0.00000651585425208,-0.00000788394569432,-0.00001114702959486
rosenbrock	8192	0.04684492874145508	0.00000022444808148	0.00000000000009555	1.00000000856847771,1.00000000169310876,0.99999999605264345,0.99999999014106677,0.99999999023037656,0.99999998699412473,0.99999996674790070,0.99999995090988680,0.99999990164413199,0.99999980833920787
ackley	8192	0.05236019134521484	0.00000000000068495	0.00000000000086731	0.00000000000030856,-0.00000000000008214,-0.00000000000010783,0.00000000000003260,0.00000000000014104,0.00000000000012503,0.00000000000036314,-0.00000000000026773,0.00000000000031709,0.00000000000012199
rastrigin	8192	0.02216550445556641	0.99496151122789200	0.99495877526471155	-0.99496151111366504,0.00000359796472336,-0.00000231688611893,0.00000421807951130,0.00000332385859135,-0.00000050017787109,-0.00000394263102350,-0.00001138311464360,-0.00000548741573017,-0.00000216051685540
rosenbrock	32768	0.09149199676513672	0.00000006821038483	0.00000000000004286	1.00000000460509297,0.99999999982400711,1.00000000179071913,0.99999999485669355,0.99999999544785811,0.99999999888515179,0.99999999553917496,0.99999999012441221,0.99999996871725128,0.99999994097664002
ackley	32768	0.10220124816894531	0.00000000000068495	0.00000000000086731	0.00000000000030856,-0.00000000000008214,-0.00000000000010783,0.00000000000003260,0.00000000000014104,0.00000000000012503,0.00000000000036314,-0.00000000000026773,0.00000000000031709,0.00000000000012199
rastrigin	32768	0.04429068756103516	0.99496151122789200	0.99495877526471155	-0.99496151111366504,0.00000359796472336,-0.00000231688611893,0.00000421807951130,0.00000332385859135,-0.00000050017787109,-0.00000394263102350,-0.00001138311464360,-0.00000548741573017,-0.00000216051685540
rosenbrock	131072	0.23770013427734374	0.00000000870156224	0.00000000000002369	1.00000000336604900,1.00000000202320338,1.00000000017590396,0.99999999836246312,1.00000000066451866,1.00000000399999878,1.00000000547006329,1.00000000130186817,0.99999999746176604,1.00000000175511206
ackley	131072	0.25824102783203123	0.00000000000065098	0.00000000000082467	0.00000000000017818,-0.00000000000002225,0.00000000000011908,0.00000000000006074,-0.00000000000010828,0.00000000000024295,0.00000000000014513,-0.00000000000013410,-0.00000000000014720,-0.00000000000049214
rastrigin	131072	0.11884438323974610	0.99496151122789200	0.99495877526471155	-0.99496151111366504,0.00000359796472336,-0.00000231688611893,0.00000421807951130,0.00000332385859135,-0.00000050017787109,-0.00000394263102350,-0.00001138311464360,-0.00000548741573017,-0.00000216051685540
rosenbrock	524288	0.90544787597656251	0.00000000870156224	0.00000000000002369	1.00000000336604900,1.00000000202320338,1.00000000017590396,0.99999999836246312,1.00000000066451866,1.00000000399999878,1.00000000547006329,1.00000000130186817,0.99999999746176604,1.00000000175511206
ackley	524288	0.98463452148437502	0.00000000000038070	0.00000000000048006	-0.00000000000014499,-0.00000000000005914,-0.00000000000011961,-0.00000000000008070,-0.00000000000018461,0.00000000000015647,-0.00000000000009470,0.00000000000014530,0.00000000000008214,-0.00000000000006485
rastrigin	524288	0.44507250976562501	0.99495848891117078	0.99495872156070675	-0.99495848891097616,-0.00000015424217785,-0.00000034789680266,0.00000043541792014,0.00000009747543808,0.00000008341037690,-0.00000011742552949,0.00000009835726089,0.00000010961228212,-0.00000003177727767
rosenbrock	2097152	3.59684570312500007	0.00000013985927255	0.00000000000002053	1.00000000095548591,1.00000000225591568,1.00000000132321776,0.99999999826991659,1.00000000086827967,1.00000000680154266,1.00000001178416209,1.00000003024955708,1.00000006283055920,1.00000012042123432
ackley	2097152	3.87776074218750022	0.00000000000028150	0.00000000000035572	-0.00000000000011509,0.00000000000007035,0.00000000000010127,-0.00000000000012601,-0.00000000000002787,0.00000000000004068,-0.00000000000001508,0.00000000000009784,0.00000000000013367,-0.00000000000006938
rastrigin	2097152	1.75074316406249997	0.00000267421266448	0.00000000000714984	0.00000035645849973,0.00000078233382795,0.00000102629257988,-0.00000175141749419,0.00000001525134830,-0.00000055812091945,0.00000075652672020,-0.00000042777094614,-0.00000002481907644,0.00000110629859639
rosenbrock	8388608	14.36161914062500067	0.00000000395827402	0.00000000000000546	0.99999999715475607,0.99999999771234171,1.00000000077531381,0.99999999977916487,0.99999999909081982,1.00000000059760596,0.99999999975506504,1.00000000063061800,0.99999999999122657,1.00000000021856228
ackley	8388608	15.49975097656250078	0.00000000000015260	0.00000000000019229	-0.00000000000001056,-0.00000000000008286,-0.00000000000005257,-0.00000000000000605,0.00000000000009768,0.00000000000000985,0.00000000000001213,0.00000000000003353,-0.00000000000004903,0.00000000000001400
rastrigin	8388608	7.04305957031249985	0.00000267421266448	0.00000000000714984	0.00000035645849973,0.00000078233382795,0.00000102629257988,-0.00000175141749419,0.00000001525134830,-0.00000055812091945,0.00000075652672020,-0.00000042777094614,-0.00000002481907644,0.00000110629859639
rosenbrock	33554432	57.69122265624999812	0.00000000395827402	0.00000000000000546	0.99999999715475607,0.99999999771234171,1.00000000077531381,0.99999999977916487,0.99999999909081982,1.00000000059760596,0.99999999975506504,1.00000000063061800,0.99999999999122657,1.00000000021856228
ackley	33554432	62.11736718750000108	0.00000000000005270	0.00000000000006795	0.00000000000001549,0.00000000000003446,-0.00000000000000962,0.00000000000001317,-0.00000000000000034,-0.00000000000001838,0.00000000000000502,-0.00000000000001776,-0.00000000000001289,-0.00000000000001547
rastrigin	33554432	28.30580664062500063	0.00000212619011941	0.00000000000450839	0.00000018145475210,0.00000030221289341,-0.00000058343326655,0.00000063309190062,-0.00000008479084179,-0.00000029309493108,-0.00000027220657887,0.00000164949928931,-0.00000087380596877,-0.00000006042275387
rastrigin	2097152	0.74123675537109379	0.00000267421266448	0.00000000000714984	0.00000035645849973,0.00000078233382795,0.00000102629257988,-0.00000175141749419,0.00000001525134830,-0.00000055812091945,0.00000075652672020,-0.00000042777094614,-0.00000002481907644,0.00000110629859639
rosenbrock	8388608	6.20811083984374967	0.00000000395827402	0.00000000000000546	0.99999999715475607,0.99999999771234171,1.00000000077531381,0.99999999977916487,0.99999999909081982,1.00000000059760596,0.99999999975506504,1.00000000063061800,0.99999999999122657,1.00000000021856228
ackley	8388608	6.59101318359375021	0.00000000000015260	0.00000000000019229	-0.00000000000001056,-0.00000000000008286,-0.00000000000005257,-0.00000000000000605,0.00000000000009768,0.00000000000000985,0.00000000000001213,0.00000000000003353,-0.00000000000004903,0.00000000000001400
rastrigin	8388608	2.95361767578125001	0.00000267421266448	0.00000000000714984	0.00000035645849973,0.00000078233382795,0.00000102629257988,-0.00000175141749419,0.00000001525134830,-0.00000055812091945,0.00000075652672020,-0.00000042777094614,-0.00000002481907644,0.00000110629859639
rosenbrock	33554432	24.88501367187500080	0.00000000395827402	0.00000000000000546	0.99999999715475607,0.99999999771234171,1.00000000077531381,0.99999999977916487,0.99999999909081982,1.00000000059760596,0.99999999975506504,1.00000000063061800,0.99999999999122657,1.00000000021856228
ackley	33554432	26.43649023437500034	0.00000000000005270	0.00000000000006795	0.00000000000001549,0.00000000000003446,-0.00000000000000962,0.00000000000001317,-0.00000000000000034,-0.00000000000001838,0.00000000000000502,-0.00000000000001776,-0.00000000000001289,-0.00000000000001547
rastrigin	33554432	11.88323730468749950	0.00000212619011941	0.00000000000450839	0.00000018145475210,0.00000030221289341,-0.00000058343326655,0.00000063309190062,-0.00000008479084179,-0.00000029309493108,-0.00000027220657887,0.00000164949928931,-0.00000087380596877,-0.00000006042275387
